"measurement_id","x_acf1_gyro","x_acf10_gyro","diff1_acf1_gyro","diff1_acf10_gyro","diff2_acf1_gyro","diff2_acf10_gyro","max_kl_shift_gyro","time_kl_shift_gyro","outlierinclude_mdrmd_gyro","ARCH.LM_gyro","max_level_shift_gyro","time_level_shift_gyro","ac_9_gyro","crossing_points_gyro","max_var_shift_gyro","time_var_shift_gyro","entropy_gyro","nonlinearity_gyro","embed2_incircle_gyro","spreadrandomlocal_meantaul_gyro","flat_spots_gyro","x_pacf5_gyro","diff1x_pacf5_gyro","diff2x_pacf5_gyro","firstmin_ac_gyro","std1st_der_gyro","arch_acf_gyro","garch_acf_gyro","arch_r2_gyro","garch_r2_gyro","stability_gyro","firstzero_ac_gyro","trev_num_gyro","alpha_gyro","beta_gyro","nperiods_gyro","seasonal_period_gyro","trend_gyro","spike_gyro","linearity_gyro","curvature_gyro","e_acf1_gyro","e_acf10_gyro","walker_propcross_gyro","hurst_gyro","unitroot_kpss_gyro","histogram_mode_gyro","unitroot_pp_gyro","localsimple_taures_gyro","lumpiness_gyro","motiftwo_entro3_gyro"
"02423b04-367a-4230-bd4e-f1acd16075de_327T",0.248347787466142,0.107466919329658,-0.33340448682477,0.162668847728918,-0.542317717616043,0.31243599987006,119.611972756356,53957,0.00507554887720185,0.00580626488594748,3.22052023989127,24545,0.0718975304408502,25721,30.6228310060255,24549,0.964483277626957,0.0036783304178706,0.271400664518391,2.36,69,0.0814363850958764,0.368387311921447,0.87740077875662,2,1.22607898588969,0.00506054123873457,0.000782531549535606,0.00493051426146579,0.000774554695616117,0.187868496558005,2,-0.0496847329015177,0.00477209481733685,0.000100059823571215,0,1,0.0504693627914856,8.72749878623085e-10,9.92460390353111,35.2869642752355,0.208394245608394,0.0522108738684747,0.403796707516613,0.667887387733396,31.2023668681101,-1,-61964.3184651084,1,0.33778215692025,1.83694411118383
"02423b04-367a-4230-bd4e-f1acd16075de_2WH5",0.207573216993272,0.048365718957287,-0.332510947903983,0.158382221028749,-0.544559755731312,0.311251212501828,155.609100918039,48336,-0.0167952185381816,0.00350643612037779,2.2496309830744,22213,0.0155108658680393,25245,3.73976152087143,17267,0.987363798799266,0.000760873238576249,0.513623614264725,2.16,12,0.0571829324711332,0.359385923691782,0.870321024595629,2,1.25889757344688,0.000397823025030499,0.000203890947883412,0.000395522377730098,0.0002031057703976,0.135252436884958,2,0.0321255707963163,0.00325082799902626,0.000100000657154075,0,1,0.00796715158612027,5.56885000117687e-10,9.55342600720663,9.11067166261002,0.201213062849746,0.0454307716022093,0.434996744411239,0.626499779769668,8.11144794734886,-0.5,-47616.4252379525,1,0.230761632323641,2.04571489350376
"02a8bdd5-00cd-416b-a8bd-d6dc1e0d4d41_2WLT",0.970754753686907,5.95005223913999,0.459969274021395,0.244412292332871,-0.0475071716739622,0.156660816123359,2375.21756865455,30008,0.0303010066946026,0.946492692282469,21.3319078692856,3754,0.621297294390308,8339,124.589089433519,3752,0.750901689210517,0.0162189324284204,0.913886158674323,9.22,11053,1.2532480246467,0.305992649828935,0.234346414831577,40,0.241847020054261,0.311183608190773,1.76144161915713e-05,0.147645441825646,1.639566709051e-05,0.850195652715888,1906,-0.0331452596890016,0.999896172378876,0.871906034031321,0,1,0.0321843414762355,6.46082891830575e-08,-4.02932420365752,-9.14213064918021,0.969781519134563,5.83978664826494,0.209389295135063,0.999954177318763,1.0729767731259,-2.5,-2182.57915310845,2,4.67949581342791,0.69995973036969
"032e8244-832e-4dd5-823b-bf1c89246bc7_2ZX6",0.653344379450067,5.00947085123217,-0.536794732710368,1.5443182068949,-0.689253801436227,2.19302504918251,5371.90600670763,14489,-0.473921786217887,0.772033510530093,7.85339297629261,13477,0.640851701555099,32352,80.9096700152259,20321,0.756098174164007,0.34042084549237,0.9066744919918,2.96,13341,1.34336645288037,1.05789734617589,1.70298273920971,1,0.832656270095087,0.525479174309198,0.000338962054660681,0.241027709898713,0.0122334217194602,0.733710916293391,2284,-0.00353964146444635,0.0584494743535164,0.0584491760202248,0,1,0.0374931722359411,5.86538141689582e-09,-30.9582459649543,33.2858989104429,0.639840160999259,4.85415210466336,0.475193992490613,0.837322868670999,7.92603185822392,-1,-129628.570282025,1,4.76187933876465,0.722640419771191
"03b36c76-1416-4744-b7a7-f8b9c100c372_2WH8",0.963066596320521,5.86655368190216,0.282542002917085,0.117014505142421,-0.29298608706862,0.125954673642694,525.728369543405,7923,0.0340754202635165,0.857170874698036,7.1304384206787,26371,0.626027372677076,1391,13.5066982065013,26377,0.736354624283843,0.0775865043202819,0.694753577106518,10.29,2166,1.03786541237207,0.107659236111093,0.280150877487704,58,0.271649130197689,0.620130766101345,0.00248363653997791,0.331771948750833,0.00249094433632807,0.851049226534504,1252,-0.0100750321924892,0.999899911201721,0.11799632063281,0,1,0.13485837478335,1.85311054416256e-08,20.467894791557,-8.34663069035283,0.957335878746352,5.35443850267863,0.135019499450986,0.999954177318763,5.22815512835576,-0.5,-1015.22457928008,2,0.346956387241337,1.01606110519626
"03ca8369-bf89-49e9-a667-c4bc32b35a09_2ZX6",0.951628155917899,5.35141122363334,0.340879698862463,0.193151225648963,-0.142672365238524,0.131577194535495,589.097110187712,58960,0.513448085880762,0.921046215208664,7.82381407609656,57041,0.603698532283857,4938,39.2240101599906,56520,0.788990732102493,0.0319638423760411,0.744911087220881,9.85,919,1.10724048523196,0.205853868858639,0.261255585670748,32,0.311022543562186,0.670372193943787,0.000139645791317069,0.246574017164773,0.000157754216642975,0.811253509111723,3156,-0.0182115245210751,0.999899864875691,0.000981745831295688,0,1,0.0980212741778032,7.60933111314349e-09,51.8183115477135,33.0851827546429,0.946357465981021,4.95417301489019,0.154501135301189,0.999954177318763,21.7421444195881,-1,-2813.22697800425,2,1.37904849913922,1.14637215700272
"047b34fa-ff8a-4fb9-8eea-7cc0c8f307b2_327T",0.942693465380583,5.71911883398238,-0.00514177412657555,0.0157187155350395,-0.486705626363984,0.240182184054524,582.945123364974,37183,-0.0662659654395191,0.698739389856,7.56924607369757,4051,0.625989458194456,4020,19.9974178674222,24615,0.771453630231885,0.244748411855361,0.63743644995118,10.4,1202,0.893864058419067,0.0117904888481236,0.473762654163676,58,0.33841232102296,0.451921562268589,0.000898736559835714,0.330554698725298,0.000959244277816395,0.836549314268218,493,-0.0575045534842935,0.995865706011332,0.000115341038221569,0,1,0.0486099225924491,4.04311625168273e-09,-14.2013672070215,12.1959882388833,0.93975320262725,5.5402991690113,0.136207299562561,0.999954177318763,1.79811833764134,-1,-3157.35959939622,1,0.565205625829491,1.09288627157135
"04bf1192-1179-4957-aa0a-34cbe7ff688a_2WH7",0.970270892032428,6.64740417313384,0.290563417038539,0.123788162994021,-0.267746931703905,0.115110441793742,1345.24303021898,19410,0.0357095158597663,0.875830358362402,8.16765294819499,6332,0.709252380865259,7042,24.4117485620669,6347,0.751338281839326,0.0775521580656365,0.835343321687718,7.09,1739,1.0599123724538,0.119939791086949,0.277548024126973,148,0.243831352464118,0.572734519519627,0.00057674677923336,0.423751952240588,0.000747477584363101,0.879984983812673,364,0.00129398370799977,0.99989983799117,0.0887330637168433,0,1,0.0444924035462434,8.28006479051813e-09,-14.2398376316995,7.07607765171156,0.968885942041616,6.51263669295925,0.214694736139168,0.999954177318763,1.02852866703131,-0.5,-1831.44066155233,2,0.426770129727578,0.808503693412676
"04bf1192-1179-4957-aa0a-34cbe7ff688a_2WLT",0.196466599413093,0.0431510962298509,-0.338237674173459,0.160813855002913,-0.547988723327697,0.315644884157059,156.806578191984,54000,-0.0157768205950115,0.00382521784129534,2.14765147060617,13784,0.00778619584120079,25179,3.2328732019952,49806,0.988696841154753,0.00027371832594583,0.381077200480833,2.22,12,0.0526404491206778,0.363258645526967,0.878458407780244,2,1.26769273216361,0.000459895924423075,0.000187525698506811,0.000453732001443928,0.000189115635930307,0.13061872134992,2,-0.00423182953985596,0.0015332222444775,0.000100011040951284,0,1,0.00159334152097812,5.09377295799334e-10,-4.81861464941477,-2.39700399491572,0.195184536180685,0.0427262200926869,0.437000183648597,0.615498371875786,3.93399272063346,-0.5,-46106.8789035888,1,0.216058074903375,2.0328494328983
"05205dc3-9c82-4b6b-921e-b6c2edd2c993_2VSP",0.966715732684173,5.65701296007095,0.482594566202457,0.324669396682593,-0.0518965134405493,0.111254072023913,555.778196612731,24621,-0.177785568800294,0.885480502608573,9.35187351693449,12968,0.620065540940357,1913,23.0643952978336,12971,0.731238598213616,0.120632857523039,0.759548611111111,8.17,9607,1.25532817423451,0.321856325848521,0.182184088925452,66,0.257962405454324,0.356870878227475,0.000790726826900475,0.201509511618702,0.0019698536353871,0.835214184194371,5754,-0.0331672601170206,0.999899992318726,0.652259095633959,0,1,0.146853442208708,4.6154456472977e-09,-51.5438717942575,-13.5387927466118,0.96099718883336,5.07185790201243,0.149623520376647,0.999954177318763,17.8860948751033,-1,-1948.0751004813,3,0.676770103854817,0.91338877899575
"068ffb5a-f757-4d02-987e-f487bb2b3952_327T",0.197352267096914,0.0585040492686322,-0.354705333280078,0.17374298919436,-0.556718477987661,0.325071945074923,694.889191799538,23281,-0.0300025043826697,0.129745596380477,9.4680775851556,29727,0.0401853586455235,24777,244.925780487187,24029,0.978515003536618,0.0631978482144251,0.712837894244736,2.23,224,0.0534956996226696,0.38357518289837,0.904932316555525,2,1.2670081933945,0.382570982889338,0.00744861566216265,0.174939094391605,0.00654759644349693,0.153530451136059,2,0.590860999611719,0.0014994151391414,0.000100005681265482,0,1,0.0359538590308817,2.54627635688884e-08,-29.4233818699456,22.9060058667789,0.167418619620173,0.0368626964373111,0.40623434734698,0.631412293412184,45.6884069349453,2.5,-58036.478386962,1,28.2001988981672,2.02501548160087
"068ffb5a-f757-4d02-987e-f487bb2b3952_2WH3",0.975476761932264,6.39343106783798,0.487877596764137,0.28339571508558,-0.028726447603781,0.145838782840402,602.465318876801,19228,-0.227390353440072,0.947380665027826,7.4881844132424,36402,0.671447320086723,1873,17.0229086164397,9919,0.717297883370062,0.0366552437581695,0.749084376853047,8.57,4328,1.28806159613152,0.333453572777601,0.217088442194869,33,0.221448952799177,0.41382351972861,0.00248960905701122,0.242386545453402,0.00660210521340003,0.875392222622385,2559,-0.00661017349041664,0.999899969667212,0.939824464135412,0,1,0.100344528715937,4.05686013790165e-09,-30.3506910348868,-20.1420721906767,0.972744958906931,6.05838939301481,0.193568852677975,0.999954177318763,8.91581173516209,-0.5,-1765.32674036592,3,0.302564076944394,0.893579256842651
"06fd407b-0da8-428a-8f9f-69fc181d4a76_327T",0.966102235257646,6.37512581791701,0.231164242712831,0.111757107825872,-0.358053156717268,0.182102462902072,8290.87509768126,27678,-0.195318630315375,0.77754317584184,9.25151929627725,21747,0.694946302046963,11826,87.8199876785021,27922,0.647011722204471,0.388601022547885,0.842548409086722,5.1,31694,1.00808365094208,0.0813387475388467,0.313576075520079,34,0.260372822234762,0.628093230662514,4.60425843943038e-06,0.627201658036376,0.00984147758369538,0.861985095195566,5620,-0.128547734288105,0.999899974571888,0.0644750784872564,0,1,0.397583557025923,1.11110984490007e-08,-29.6297473472058,-54.8727438054815,0.943732778615723,4.54516460390702,0.310287832242554,0.999954177318763,19.9619856943562,-1,-1811.30205682507,3,2.76081719930066,0.500250493021294
"06fd407b-0da8-428a-8f9f-69fc181d4a76_2WH3",0.0765828849713527,0.00854123547721447,-0.455108996606913,0.211280756625822,-0.635535701851737,0.417111582054178,853.077208730843,52997,-0.0145580820728571,4.67765366182115e-07,20.1366358827616,52987,0.0126215544324435,22745,3865.70674546838,52983,0.995400714650634,0.122893695975219,0.787915720582343,2.65,31138,0.00710771622770044,0.448291402976787,0.994858192542521,2,1.35899079220013,3.85021065822676e-05,1.49467134892737e-08,3.84679195094576e-05,1.49569084215612e-08,0.120459080569977,2,-1.65986936066814,0.00022186984187199,0.00010001660102161,0,1,0.0094249186683526,6.96729965378902e-06,15.8709176037311,-14.5646264429347,0.0677988488681595,0.00552750806110302,0.43573133879827,0.562868780531803,21.6130651306951,10,-61593.750409009,1,2491.96197449214,1.99717016789816
"08215a48-b258-4e58-9ec4-c33181451c27_2WH5",0.975589236266326,6.96014924651126,0.361522300942743,0.177677096439812,-0.123898681780502,0.163237420072046,979.91009455053,25538,0.38063675977094,0.916071303141291,9.86246635939436,27858,0.7289159096075,5275,40.2057117154927,27842,0.732009773125718,0.0298454791430122,0.859785079561893,8.38,5498,1.16772472628537,0.213767668285284,0.294535300002723,104,0.220808286600606,0.233828698950013,0.000212293602441505,0.251089701344547,0.000335884722040587,0.889432721016113,1829,0.0120076242035477,0.999899976240462,0.16842095650576,0,1,0.0979181460310502,1.20001376888499e-08,18.7855386348959,21.1449313412765,0.972939551621625,6.67372574326871,0.20300186990784,0.999954177318763,2.51297264207339,-1,-1685.17608022065,2,0.894930839774367,0.807748142361163
"0827d2b9-b0d6-4088-9c87-61642f8417c0_2WH5",0.977239578758646,7.39300407212944,0.35631160678964,0.191615869566696,-0.116295415061232,0.166885805986801,2063.29401563364,51933,0.867436890610391,0.922356371036907,7.91963038975502,55285,0.786999485872093,8315,33.1076714594737,55269,0.630562723021292,0.0767199338525241,0.899795581413633,5.82,15569,1.17963453973737,0.224576969618579,0.288076460763835,87,0.213343525768659,0.54632030060748,0.00241500881010787,0.23378742368775,0.00460721069749932,0.904916287530927,9020,-0.00664280857528556,0.999899949358904,0.215551874316387,0,1,0.379603051314767,6.76815902724371e-09,91.4720289775102,74.8339935593058,0.963306015368336,6.038339719841,0.238484013690625,0.999954177318763,66.4535310386896,-1,-1188.27838271925,2,0.763294132006265,0.646688011861193
"0af9da02-6b27-4d27-9940-575d31dd74bd_2ZX6",0.944183778080766,4.22773213507353,0.429609510458629,0.270981220539793,-0.031285990329501,0.182972032145163,597.072811639865,23711,-0.6255854596295,0.927248848003569,8.53545257055624,23703,0.455735806980104,3555,31.8783270398553,23698,0.782936381898295,0.0151826400660615,0.67038112522686,8.38,417,1.21080480496512,0.316444309102134,0.262393072144337,30,0.334067730396761,0.456310769788267,0.00163701125056031,0.199262884387382,0.00125978054696532,0.748938290876287,1060,-0.00626207316651624,0.999899982012945,0.179550870502055,0,1,0.101060695736152,2.29356979284275e-08,-23.8481280692031,13.2394378658383,0.93791805181241,3.78427660135341,0.155825090006641,0.999954177318763,6.80784725459516,-0.5,-1641.32845802041,2,0.900681057845908,1.33811941999061
"0bc65d57-a9dc-4dcd-9e9c-949c3179fb90_2ZX3",0.958708418950962,5.97832257850736,0.274081272495083,0.134737263716199,-0.234300894335176,0.123482389652759,1048.77699294151,28281,-0.348127137732544,0.782319007043694,6.97316380138103,45668,0.66369195479896,3576,23.8664805214781,52511,0.712679951474255,0.283533795452632,0.863753005596977,8.39,15032,1.0393085876671,0.122532392731446,0.278760954534303,37,0.286877067600617,0.324889859542987,0.00224829518184389,0.193147751292242,0.00821500644848456,0.84152200296228,10444,0.0165261930259856,0.999899926302657,0.000100105274368573,0,1,0.204606401899079,5.39213665326427e-09,-10.1868861155403,85.5834128291919,0.948141582738176,5.15552243753188,0.197400473854573,0.999954177318763,15.5121558941301,-1,-2025.94094748501,2,0.9361454810982,0.722668342978989
"0bde763c-c4ef-4606-b798-48a196c3d6cb_2VSP",0.953323037889617,4.36412604701496,0.457596161906243,0.31081346454209,-0.0966212943008409,0.102724310869212,389.302178098001,5919,0.0594834638307817,0.845099258674675,7.65267794987142,1471,0.465843019941505,4031,23.9376041058427,1486,0.728278845357257,0.0875179324840278,0.523118982527041,8.16,5000,1.18901564788214,0.276899066304269,0.174664192399541,14,0.305509653550983,0.33115764766309,0.000443754692778201,0.207653186735507,0.000402244016569973,0.776660062004109,9421,-0.0197790285134592,0.969552270696571,0.718864952437105,0,1,0.26261711433527,2.46274059234632e-09,46.5479499657366,78.3912020423063,0.936708040638284,3.12004444386537,0.14165748439013,0.999954177318763,27.2631470090648,-0.5,-2372.48470442346,3,0.489887804258328,1.1469400058312
"0bde763c-c4ef-4606-b798-48a196c3d6cb_2ZX3",0.202596229622073,0.0483277416839289,-0.343863738841475,0.16408193154979,-0.551078716346749,0.320754332244169,89.9787127945833,42382,0.00345575959933231,0.00279398188678466,2.32975986371416,40977,0.0263464270756218,25057,3.36481124038632,22450,0.98318197805778,0.000643598319531418,0.357491068149187,2.14,11,0.0544702203013543,0.36861553797939,0.886593291560863,2,1.2628635308612,0.000234593987606183,0.000203368628532032,0.000234517428695325,0.000203750666665467,0.143225817175047,2,-0.00579583182531153,0.00392213392206262,0.000100006957577831,0,1,0.0194849030383288,4.87958102830734e-10,-4.46177072554399,4.2651765096343,0.186751622446604,0.0398432351727582,0.447236180904523,0.629591716759997,4.03182673796747,-0.5,-51842.2295279534,1,0.198135555472313,2.03541596544238
"0c390348-b34c-4fe1-a313-f38c49fdde22_2WLT",0.200293356685433,0.0448711139446078,-0.337825614066283,0.161396529056625,-0.547265194054656,0.31498073419115,170.111162884952,45638,-0.00833124634777527,0.00465003304005347,2.3444300593853,15236,0.0118257491943092,25179,4.65476327493255,23069,0.988489614596832,0.000819193791418514,0.23069473895113,2.43,9,0.0540436975544513,0.361922234651547,0.8771247916474,2,1.26463847195708,0.000582705129415623,0.000184749607304744,0.000577091248839709,0.00018437649405978,0.132100518539154,2,-0.0117164458721984,0.0018907480243073,0.000100015808901169,0,1,0.00571006518348427,4.8507849082524e-10,2.61918604565994,13.5097465530784,0.195704593905401,0.0430285896615732,0.433248739439677,0.620865467282004,3.26284249515403,1.5,-47416.204476781,1,0.21043449768361,2.05023738310858
"0c390348-b34c-4fe1-a313-f38c49fdde22_2WH7",0.968408803000722,6.53418758689955,0.294504133198472,0.147765219889981,-0.237391791876314,0.11670581510939,968.283537321866,41635,0.848434004474273,0.915907193054327,13.2195552899461,56957,0.697886997335553,9170,61.074372280628,58040,0.704623173668627,0.0413940760260455,0.878866536880813,7.57,10299,1.06534845079203,0.127617717872705,0.287896212154824,63,0.251362809593274,0.720446506338585,0.00387991300014663,0.269040369296215,0.00378395225654808,0.874869573288666,9045,-0.0171084195452334,0.999889475813113,0.0581609322379865,0,1,0.266754330582422,1.12816458770174e-08,54.0385076514673,67.1735570073771,0.956913315353588,5.50628884387553,0.27672504466,0.999954177318763,30.2067140738955,-1,-1707.37315652328,2,1.73451801555815,0.908717482844689
